,course_name,course_category,course_subcategory,students_enrolled,course_difficulty,course_rating,course_rating_count
2109,Native Advertising,Business,Marketing,"12,511",Beginner Level,4.4,28 ratings
2110,Multiplatform Mobile App Development with NativeScript,Computer Science,Mobile and Web Development,"22,841",Intermediate Level,4.4,168 ratings
2111,"Natural Attenuation of Groundwater Contaminants: New Paradigms, Technologies, and Applications",Physical Science and Engineering,Environmental Science and Sustainability,"33,833",Advanced Level,4.8,366 ratings
2112,Natural Gas,Physical Science and Engineering,Electrical Engineering,"135,242",Beginner Level,4.7,"1,764 ratings"
2113,Natural Language Processing in TensorFlow,Data Science,Machine Learning,"384,371",Approx. 14 hours to complete,4.6,"4,500 ratings"
2114,Building Your Career in Music: Developing A Brand and Funding Your Music,Arts and Humanities,Music and Art,"22,233",Approx. 9 hours to complete,4.5,
2115,Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,Business,Business Essentials,"515,803",Approx. 31 hours to complete,4.9,"3,420 ratings"
2116,مقدمة عن التفاوض: دليل استراتيجي لتصبح مُفاوضًا ذا مبادئ ومُقنعًا,Business,Business Essentials,"5,090",Approx. 24 hours to complete,,
2117,Negotiation  Fundamentals,Business,Leadership and Management,"102,169",Beginner Level,4.7,690 ratings
2118,"Negotiation, Mediation, and Conflict Resolution - Capstone Project",Business,Leadership and Management,"33,096",Intermediate Level,4.9,80 ratings
2119,Successful Negotiation: Essential Strategies and Skills,Business,Business Essentials,"948,226",Approx. 16 hours to complete,4.8,"12,165 ratings"
2120,Negotiation skills: Negotiate and resolve conflict,Business,Business Essentials,"88,635",Beginner Level,4.7,
2121,Network Analysis in Systems Biology,Health,Basic Science,"23,248",Intermediate Level,4.5,
2122,"Performing Network, Path, and Text Analyses in SAS Visual Analytics",Data Science,Data Analysis,"13,931",Intermediate Level,4.8,119 ratings
2123,Networks and Communications Security,Information Technology,Security,"17,793",Beginner Level,4.7,120 ratings
2124,Network Security & Database Vulnerabilities ,Information Technology,Security,"253,535",Beginner Level,4.6,
2125, Intel® Network Academy - Network Transformation 101,Information Technology,Networking,"57,826",Beginner Level,4.5,
2126,Intel® Network Academy - Network Transformation 102,Information Technology,Networking,"18,921",Approx. 10 hours to complete,4.6,
2127,Network Function Virtualization,Information Technology,Cloud Computing,"4,950",Approx. 8 hours to complete,,
2128,Network Dynamics of Social Behavior,Social Sciences,Governance and Society,"12,140",Beginner Level,4.6,
2129,Networking in Google Cloud: Defining and Implementing Networks,Information Technology,Networking,"45,668",Intermediate Level,4.8,"1,076 ratings"
2130,Networking in Google Cloud: Hybrid Connectivity and Network Management,Information Technology,Networking,"27,409",Intermediate Level,4.8,671 ratings
2131,Networking and Security Architecture with VMware NSX,Information Technology,Networking,"42,518",Intermediate Level,4.8,217 ratings
2132,Networking and Volunteerism for Career Success,Personal Development,Personal Development,"5,116",Beginner Level,,10 ratings
2133,Networks Illustrated: Principles without Calculus,Computer Science,Computer Security and Networks,"8,309",Beginner Level,4.4,65 ratings
2134,Neural Networks and Deep Learning,Data Science,Machine Learning,"2,999,903",Intermediate Level,4.9,
2135,الشبكات العصبية والتعلم العميق,Data Science,Machine Learning,"4,523",Intermediate Level,,7 ratings
2136,Understanding the Brain: The Neurobiology of Everyday Life,Health,Basic Science,"307,282",Beginner Level,4.9,
2137,Introduction to Neuroeconomics: How the Brain Makes Decisions,Social Sciences,Economics,"81,522",Beginner Level,4.6,"1,305 ratings"
2138,Introduction to Neurohacking In R,Data Science,Data Analysis,"18,942",Intermediate Level,4.6,
2139,Neurolinguistics ,Health,Psychology,"29,897",Approx. 20 hours to complete,4.7,171 ratings
2140,An Introduction to Consumer Neuroscience & Neuromarketing ,Business,Leadership and Management,"109,266",Beginner Level,4.7,"1,959 ratings"
2141,The Neuromarketing Toolbox,Business,Marketing,"17,255",Beginner Level,4.9,83 ratings
2142,Fundamental Neuroscience for Neuroimaging,Health,Basic Science,"77,516",Beginner Level,4.6,"1,319 ratings"
2143,The New Nordic Diet - from Gastronomy to Health ,Health,Nutrition,"25,837",Approx. 7 hours to complete,4.6,559 ratings
2144,New Product Development - develop your own new product,Business,Entrepreneurship,"19,027",Intermediate Level,4.4,
2145,New Technologies for Business Leaders,Business,Marketing,"31,004",Intermediate Level,4.3,
2146,The Newborn Assessment,Health,Public Health,"19,185",Beginner Level,4.9,155 ratings
2147,Newborn Capstone,Health,Healthcare Management,"13,216",Beginner Level,4.8,
2148,New Learning: Principles and Patterns of Pedagogy ,Social Sciences,Education,"41,869",Beginner Level,4.6,98 ratings
2149,Making Sense of the News: News Literacy Lessons for Digital Citizens,Social Sciences,Education,"13,932",Beginner Level,4.8,
2150,Alle origini della civiltà  mediterranea: archeologia  della città dal Levante  all’Occidente - III-I millennio a.C.,Arts and Humanities,History,"4,943",Beginner Level,4.9,91 ratings
2151,Sequence Models,Data Science,Machine Learning,"996,555",Intermediate Level,4.8,"24,921 ratings"
2152,Non-Communicable Diseases in Humanitarian Settings,Health,Public Health,"4,963",Intermediate Level,4.9,47 ratings
2153,Control of Nonlinear Spacecraft Attitude Motion,Physical Science and Engineering,Physics and Astronomy,"17,709",Advanced Level,4.7,48 ratings
2154,The Roles and Responsibilities of Nonprofit Boards of Directors within the Governance Process,Business,Leadership and Management,"4,523",Approx. 12 hours to complete,4.5,
2155,The Factors that Influence the Effectiveness of Boards and the Governance Process,Business,Leadership and Management,"3,263",Approx. 13 hours to complete,,
2156,Capstone - Managing Board Change for Higher Levels of Leadership and Governance Effectiveness ,Business,Leadership and Management,"1,873",Approx. 66 hours to complete,,7 ratings
2157,"Introduction to the Nonprofit Sector, Nonprofit Organizations, Nonprofit Leadership and Governance",Business,Leadership and Management,"23,844",Approx. 11 hours to complete,4.5,144 ratings
2158,From Freedom Rides to Ferguson: Narratives of Nonviolence in the American Civil Rights Movement,Social Sciences,Governance and Society,"9,544",Approx. 15 hours to complete,4.8,248 ratings
2159,"Social Norms, Social Change I",Social Sciences,Governance and Society,"55,928",Beginner Level,4.6,"1,576 ratings"
2160,Data Privacy Fundamentals,Information Technology,Security,"31,717",Beginner Level,4.7,98 ratings
2161,NoSQL systems,Data Science,Data Analysis,"23,554",Intermediate Level,4.1,98 ratings
2162,Academic Listening and Note-Taking,Language Learning,Learning English,"242,775",Intermediate Level,4.5,563 ratings
2163,Noun Clauses and Conditionals,Language Learning,Learning English,"95,705",Intermediate Level,4.8,278 ratings
2164,Nuclear Reactor Physics Basics,Physical Science and Engineering,Physics and Astronomy,"26,135",Intermediate Level,4.5,
2165,Number Theory and Cryptography,Computer Science,Algorithms,"75,977",Beginner Level,4.6,
2166,Nursing Informatics Leadership Theory and Practice,Data Science,Data Analysis,"3,223",Beginner Level,,27 ratings
2167,Engagement & Nurture Marketing Strategies,Business,Marketing,"29,070",Approx. 9 hours to complete,4.8,"1,041 ratings"
2168,Nutrition and Lifestyle in Pregnancy,Health,Nutrition,"145,040",Intermediate Level,4.8,"1,809 ratings"
2169,Object-Oriented Design,Computer Science,Software Development,"247,821",Intermediate Level,4.7,"1,262 ratings"
2170,Object Oriented Programming in Java,Computer Science,Software Development,"451,724",Intermediate Level,4.7,
2171,Foundations of Objective-C App Development,Computer Science,Mobile and Web Development,"10,340",Approx. 15 hours to complete,4.7,
2172,Oceanography: a key to better understand our world,Physical Science and Engineering,Environmental Science and Sustainability,"29,408",Approx. 29 hours to complete,4.5,130 ratings
2173,Oil & Gas Industry Operations and Markets ,Physical Science and Engineering,Environmental Science and Sustainability,"306,612",Approx. 8 hours to complete,4.8,
2174,The Olympic Games and the Media,Business,Marketing,"5,913",Beginner Level,,108 ratings
2175,"Bats, Ducks, and Pandemics: An Introduction to One Health Policy",Health,Public Health,"22,871",Beginner Level,4.7,112 ratings
2176,On Premises Installation and Fundamentals with Google Cloud's Apigee API Platform,Computer Science,Software Development,"4,661",Intermediate Level,4.7,218 ratings
2177,"On Premises Management, Security, and Upgrade with Google Cloud's Apigee API Platform",Computer Science,Software Development,"2,208",Intermediate Level,4.7,119 ratings
2178,On Premises Capacity Upgrade and Monitoring with Google Cloud's Apigee API Platform,Computer Science,Software Development,"2,025",Intermediate Level,4.7,93 ratings
2179,Innovation & Entrepreneurship - From Basics to Open Innovation,Business,Entrepreneurship,"199,311",Intermediate Level,4.5,114 ratings
2180,Open Source Software Development Methods,Computer Science,Software Development,"150,787",Beginner Level,4.6,775 ratings
2181,Tools for Data Science,Data Science,Data Analysis,"923,523",Beginner Level,4.5,"19,539 ratings"
2182,Introduction to OpenCL on FPGAs,Computer Science,Software Development,"11,369",Beginner Level,4.1,58 ratings
2183,Finance for Managers,Business,Finance,"57,354",Approx. 14 hours to complete,4.8,592 ratings
2184,Supply Chain Operations,Business,Business Strategy,"250,797",Beginner Level,4.8,
2185,Operations Management: Analysis and Improvement Methods,Business,Business Strategy,"80,089",Approx. 19 hours to complete,4.6,
2186,Scaling Operations: Linking Strategy and Execution,Business,Business Strategy,"12,313",Approx. 11 hours to complete,4.5,152 ratings
2187,"Impacting the Opioid Crisis: Prevention, Education, and Practice for Non-Prescribing Providers",Health,Public Health,"7,691",Beginner Level,4.9,
2188,Opioid Epidemic: From Evidence to Impact ,Health,Public Health,"3,481",Beginner Level,4.6,17 ratings
2189,Advanced Practice Provider/Physician Assistant: Opioid Use Disorder Medication Assisted Treatment Waiver Training (24hr),Health,Healthcare Management,"4,951",Beginner Level,,
2190,Physician/Student Opioid Use Disorder Medication Assisted Treatment Waiver Training,Health,Healthcare Management,"3,443",Beginner Level,,6 ratings
2191,Optical Efficiency and Resolution,Physical Science and Engineering,Electrical Engineering,"19,213",Advanced Level,3.9,
2192,Optimizing Machine Learning Performance,Data Science,Machine Learning,"12,969",Approx. 12 hours to complete,4.7,21 ratings
2193,Optimizing a Website for Search,Business,Marketing,"102,152",Approx. 25 hours to complete,4.7,"1,060 ratings"
2194,Oral Communication for Engineering Leaders,Business,Leadership and Management,"75,037",Approx. 24 hours to complete,4.6,138 ratings
2195,The Oral Cavity: Portal to Health and Disease,Health,Basic Science,"33,307",Intermediate Level,4.9,
2196,Introduction to the Orbital Perspective,Social Sciences,Governance and Society,"2,317",Beginner Level,4.6,16 ratings
2197,Introduction to Ordinary Differential Equations,Math and Logic,Math and Logic,"62,060",Beginner Level,4.7,
2198,Organ Donation: From Death to Life ,Health,Basic Science,"18,131",Intermediate Level,4.8,372 ratings
2199,Organisational behaviour: Know your people,Business,Leadership and Management,"77,734",Beginner Level,4.8,282 ratings
2200,Organisational design: Know your organisation,Business,Leadership and Management,"133,144",Beginner Level,4.9,374 ratings
2201,Organising an Empire: The Assyrian Way,Arts and Humanities,History,"22,805",Beginner Level,4.8,
2202,Fundamentals of Organization,Business,Business Essentials,"8,784",Approx. 6 hours to complete,4.9,
2203,Strategic Organization Design,Business,Business Strategy,"21,919",Approx. 13 hours to complete,4.6,205 ratings
2204,Competitive Strategy and Organization Design Project,Business,Business Strategy,"7,867",Approx. 6 hours to complete,4.6,16 ratings
2205,Organizational Analysis ,Business,Leadership and Management,"108,556",Beginner Level,4.6,872 ratings
2206,International Leadership and Organizational Behavior,Business,Leadership and Management,"124,223",Approx. 16 hours to complete,4.8,
2207,القيادة الدولية والسلوك التنظيمي,Business,Leadership and Management,"7,149",Approx. 16 hours to complete,4.8,49 ratings
2208,"Time to Reorganize! Understand Organizations, Act, and Build a Meaningful World.",Social Sciences,Governance and Society,"5,011",Approx. 20 hours to complete,4.3,50 ratings
2209,"Origins - Formation of the Universe, Solar System, Earth and Life",Physical Science and Engineering,Physics and Astronomy,"27,872",Approx. 23 hours to complete,4.7,517 ratings
2210,Operating Systems and You: Becoming a Power User,Information Technology,Support and Operations,"2,034,264",Beginner Level,4.7,"11,809 ratings"
2211,"Our Earth: Its Climate, History, and Processes",Physical Science and Engineering,Environmental Science and Sustainability,"21,703",Beginner Level,4.7,187 ratings
2212,Outbreaks and Epidemics,Health,Public Health,"23,114",Beginner Level,4.8,416 ratings
2213,Packet Switching Networks and Algorithms,Computer Science,Computer Security and Networks,"43,342",Intermediate Level,4.7,186 ratings
2214,Paesaggi di Roma Antica. Archeologia e storia del Palatino.,Arts and Humanities,History,"11,009",Beginner Level,4.7,76 ratings
2215,"Cannabis, Chronic Pain, and Related Disorders",Health,Public Health,"9,587",Beginner Level,4.7,
2216,Pain Management: Easing Pain in Palliative Care,Health,Patient Care,"9,669",Beginner Level,4.7,101 ratings
2217,In the Studio: Postwar Abstract Painting,Arts and Humanities,Music and Art,"124,373",Beginner Level,4.9,"1,056 ratings"
2218,The Changing Landscape of Ancient Rome. Archaeology and History of the Palatine Hill,Arts and Humanities,History,"15,726",Beginner Level,4.3,195 ratings
